City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,paracuru,-3.41,-39.0306,25.8,88,97,2.82,BR,1713914297
303,shenjiamen,29.9576,122.298,14.84,87,93,4.18,CN,1713914541
304,jabat,7.75,168.9751,27.71,85,100,9.97,MH,1713914541
305,ouarzazat,30.9189,-6.8934,21.16,23,20,3.09,MA,1713914542
306,tabora,-5.0167,32.8,18.31,97,99,2.52,TZ,1713914542
307,antsiranana,-12.2787,49.2917,25.73,81,74,6.26,MG,1713914543
308,mushie,-3.0167,16.9,23.32,96,100,1.49,CD,1713914308
309,rajapur,25.3833,81.15,28.98,21,3,1.96,IN,1713914544
310,el porvenir,13.7617,-87.3458,32.79,30,100,3.06,HN,1713914544
311,kulhudhuffushi,6.6221,73.07,29.13,74,59,2.98,MV,1713914545
312,aguilas,37.4063,-1.5829,14.51,68,3,2.87,ES,1713914545
313,kavaratti,10.5669,72.642,29.61,67,78,2.78,IN,1713914545
314,kamaishi,39.2667,141.8833,9.41,88,100,2.5,JP,1713914545
315,tisul',55.7611,88.3122,-8.31,77,96,1.97,RU,1713914546
316,sour el ghozlane,36.1477,3.6912,5.12,89,12,1.83,DZ,1713914546
317,el fuerte,26.4189,-108.6194,35.99,13,7,7.98,MX,1713914546
318,lihue,21.9789,-159.3672,27.58,70,40,8.23,US,1713914195
319,parauapebas,-6.0675,-49.9022,25.99,94,0,0.0,BR,1713914547
320,cill airne,52.05,-9.5167,8.44,94,85,1.57,IE,1713914547
321,zelenoborskiy,66.845,32.3622,0.5,99,100,3.62,RU,1713914548
322,visby,57.6409,18.296,0.12,93,87,4.12,SE,1713914549
323,kargasok,59.0556,80.8572,-10.02,91,66,4.47,RU,1713914549
324,saldanha,-33.0117,17.9442,15.03,95,100,2.93,ZA,1713914033
325,lincoln city,44.9582,-124.0179,18.66,80,71,8.94,US,1713914550
326,pontianak,-0.0333,109.3333,23.99,100,40,1.03,ID,1713914432
327,bubaque,11.2833,-15.8333,25.29,73,40,9.0,GW,1713914179
328,horsham,51.064,-0.3272,7.47,71,0,2.06,GB,1713914551
329,san patricio,28.017,-97.5169,25.97,74,100,5.76,US,1713914164
330,yarmouth,41.7057,-70.2286,8.94,61,0,2.57,US,1713914551
331,truckee,39.328,-120.1833,17.34,74,75,2.06,US,1713914551
332,souillac,-20.5167,57.5167,25.21,100,75,2.06,MU,1713914170
333,birjand,32.8663,59.2211,12.26,87,75,3.09,IR,1713914552
334,selfoss,63.9331,-20.9971,6.69,87,58,0.56,IS,1713914552
335,moose jaw,50.4001,-105.5344,20.14,11,40,3.09,CA,1713914552
336,roswell,34.0232,-84.3616,22.55,40,0,4.63,US,1713914552
337,belmonte,-15.8631,-38.8828,25.72,85,99,2.02,BR,1713914150
338,koesan,36.8108,127.7947,10.55,95,100,2.19,KR,1713914535
339,portland,45.5234,-122.6762,24.99,25,40,2.57,US,1713914267
340,neiafu,-18.65,-173.9833,30.38,84,40,3.6,TO,1713914555
341,luganville,-15.5333,167.1667,30.02,74,12,2.02,VU,1713914556
342,mingshui,36.7167,117.5,14.42,36,0,1.98,CN,1713914557
343,kobryn,52.2138,24.3564,5.17,75,100,3.31,BY,1713914557
344,wainwright,52.839,-110.8572,17.09,24,56,2.64,CA,1713914557
345,dumai,1.6833,101.45,24.37,97,100,1.05,ID,1713914558
346,charters towers,-20.1,146.2667,22.81,62,69,4.55,AU,1713914127
347,nouadhibou,20.931,-17.0347,18.99,77,49,6.17,MR,1713914419
348,egilsstadir,65.2653,-14.3948,-0.05,93,0,1.03,IS,1713914303
349,chui,-33.6971,-53.4616,16.97,91,18,4.02,UY,1713914187
350,vuktyl,63.8567,57.3094,-2.72,75,6,3.58,RU,1713914559
351,kuta,-8.7233,115.1723,26.97,100,75,3.6,ID,1713914559
352,formosa do rio preto,-11.0483,-45.1931,25.85,69,58,0.41,BR,1713914560
353,carnarvon,-24.8667,113.6333,24.33,41,31,7.55,AU,1713914188
354,mount isa,-20.7333,139.5,23.87,64,0,3.6,AU,1713914280
355,grand falls-windsor,48.9332,-55.6649,3.21,65,5,2.37,CA,1713914560
356,boca do acre,-8.7522,-67.3978,24.93,96,46,0.48,BR,1713914561
357,severo-yeniseyskiy,60.3725,93.0408,-2.46,91,100,3.58,RU,1713914189
358,fort st. john,56.2499,-120.8529,14.94,21,75,1.54,CA,1713914254
359,melekeok village,7.4957,134.6367,28.31,89,75,0.0,PW,1713914561
360,kongolo,-5.3833,27.0,22.0,96,93,0.54,CD,1713914309
361,amalapuram,16.5833,82.0167,25.12,94,2,0.81,IN,1713914562
362,wattegama,6.7989,81.4808,25.13,94,60,0.78,LK,1713914562
363,marka,1.7159,44.7717,28.51,80,67,4.29,SO,1713914562
364,cole harbour,44.6724,-63.4751,4.71,70,100,2.57,CA,1713914563
365,inhambane,-23.865,35.3833,22.62,82,45,0.19,MZ,1713914229
366,bukama,-9.2,25.85,21.83,82,90,1.03,CD,1713914563
367,conduaga,8.862,117.4893,28.12,75,81,1.21,PH,1713914564
368,bouna,9.2667,-3.0,27.59,62,98,1.37,CI,1713914564
369,den burg,53.0542,4.7972,5.99,77,75,7.72,NL,1713914564
370,lincoln,40.8,-96.667,20.15,30,0,8.75,US,1713914310
371,porto velho,-8.7619,-63.9039,27.03,83,40,1.03,BR,1713914052
372,saint-philippe,-21.3585,55.7679,23.77,84,24,2.81,RE,1713914565
373,lauro de freitas,-12.8944,-38.3272,25.01,94,75,3.6,BR,1713914566
374,saint-pierre,-21.3393,55.4781,23.82,73,0,3.6,RE,1713914238
375,east london,-33.0153,27.9116,21.65,84,100,4.85,ZA,1713914176
376,manokwari,-0.8667,134.0833,27.53,72,100,0.77,ID,1713914346
377,ra-ngae,6.2968,101.7284,25.93,97,100,1.43,TH,1713914410
378,villa gesell,-37.2639,-56.973,11.14,63,0,6.18,AR,1713914327
379,manaure,11.7751,-72.4445,28.73,70,98,8.85,CO,1713914567
380,tamanrasset,22.785,5.5228,21.95,13,14,2.06,DZ,1713914567
381,ta`u,-14.2336,-169.5144,28.61,71,95,3.07,AS,1713914270
382,revda,56.801,59.9303,1.6,83,100,5.59,RU,1713914568
383,tralee,52.2704,-9.7026,9.14,89,94,2.46,IE,1713914568
384,pyetrykaw,52.1289,28.4921,6.62,81,98,3.76,BY,1713914568
385,mutum biyu,8.6333,10.7667,30.44,42,88,2.65,NG,1713914569
386,biryusinsk,55.9634,97.8235,-4.95,82,48,2.77,RU,1713914569
387,eyl,7.9803,49.8164,28.41,78,17,2.73,SO,1713914569
388,castillos,-34.1667,-53.8333,15.67,88,43,3.89,UY,1713914570
389,sergeyevka,53.88,67.4158,5.47,53,100,5.97,KZ,1713914570
390,bandarbeyla,9.4942,50.8122,28.13,80,24,2.05,SO,1713914200
391,hasparren,43.3838,-1.305,10.45,53,75,1.54,FR,1713914571
392,mount pearl,47.5166,-52.7813,4.69,61,75,5.14,CA,1713914171
393,kuraymah,18.55,31.85,28.44,9,65,4.55,SD,1713914571
394,kudymkar,59.0173,54.656,1.34,79,61,6.25,RU,1713914263
395,hammerfest,70.6634,23.6821,-1.75,86,100,3.09,NO,1713914239
396,keetmanshoop,-26.5833,18.1333,21.51,32,27,0.51,NA,1713914393
397,vila do maio,15.1333,-23.2167,23.44,72,38,4.12,CV,1713914572
398,watford city,47.8022,-103.2832,17.31,25,0,3.6,US,1713914573
399,port augusta,-32.5,137.7667,14.24,47,36,7.26,AU,1713914256
400,atamyrat,37.8357,65.2106,24.18,29,28,3.94,TM,1713914573
401,magistral'nyy,56.1725,107.4458,-0.91,89,100,2.53,RU,1713914574
402,namibe,-15.1961,12.1522,24.34,81,100,2.63,AO,1713914399
403,shingu,33.7333,135.9833,16.57,98,100,6.85,JP,1713914438
404,dobrinka,52.1653,40.4731,7.68,75,3,1.89,RU,1713914574
405,bandon,51.7469,-8.7425,10.77,95,1,3.07,IE,1713914575
406,igarka,67.4667,86.5833,-14.99,96,46,4.02,RU,1713914575
407,bouca,6.5105,18.2733,25.57,71,100,1.34,CF,1713914576
408,krasnovishersk,60.4078,57.082,-0.6,77,100,4.41,RU,1713914577
409,galesong,-5.3166,119.3661,25.01,82,95,2.09,ID,1713914577
410,xai-xai,-25.0519,33.6442,23.09,94,30,2.49,MZ,1713913950
411,urzhar,47.093,81.6294,9.94,43,6,2.59,KZ,1713914577
412,teploye,53.6202,37.5903,5.17,89,21,2.31,RU,1713914578
413,rio grande,-32.035,-52.0986,24.06,91,58,3.82,BR,1713914119
414,tomatlan,19.9333,-105.25,32.28,34,16,3.36,MX,1713914578
415,kailua-kona,19.6406,-155.9956,27.5,77,100,5.14,US,1713914334
416,kuusamo,65.9667,29.1833,2.02,93,100,6.69,FI,1713914579
417,acarau,-2.8856,-40.12,26.23,87,49,3.64,BR,1713914223
418,nemuro,43.3236,145.575,3.76,82,46,4.76,JP,1713914184
419,kish,26.5578,54.0194,25.15,83,0,5.14,IR,1713914579
420,oamaru,-45.0784,170.9801,17.99,63,100,2.13,NZ,1713914580
421,vorgashor,67.5833,63.95,-21.78,100,68,1.98,RU,1713914075
422,mitu,1.1983,-70.1733,24.3,96,93,0.62,CO,1713914582
423,minas de marcona,-15.2119,-75.1103,17.89,82,43,6.04,PE,1713914178
424,bay roberts,47.5999,-53.2648,5.08,67,56,0.89,CA,1713914583
425,priob'ye,62.5206,65.5964,-16.65,97,21,1.67,RU,1713914583
426,vorkuta,67.5,64.0,-21.61,100,76,1.79,RU,1713913923
427,luanda,-8.8368,13.2343,29.0,89,75,1.03,AO,1713914583
428,gubkinskiy,64.434,76.5026,-17.7,94,21,4.92,RU,1713914584
429,san jose del cabo,23.0589,-109.6977,33.76,34,0,6.69,MX,1713914584
430,tofol,5.3248,163.0078,29.88,79,75,3.6,FM,1713914212
431,turner,44.2565,-70.2562,10.13,56,8,3.13,US,1713914584
432,san luis de la loma,17.2706,-100.8939,30.15,47,68,4.07,MX,1713914238
433,kingaroy,-26.5333,151.8333,19.94,72,77,2.52,AU,1713914585
434,mount gambier,-37.8333,140.7667,12.29,60,79,4.47,AU,1713914113
435,hisar,29.1667,75.7167,26.3,24,0,0.67,IN,1713914586
436,roma,43.2128,-75.4557,19.08,24,20,3.6,US,1713914586
437,coaldale,49.7167,-112.6185,18.82,17,40,5.14,CA,1713914586
438,kourou,5.1552,-52.6478,28.03,80,41,4.21,GF,1713914226
439,chenzhou,25.8,113.0333,19.01,89,63,0.27,CN,1713914363
440,suva,-18.1416,178.4415,30.71,70,40,1.03,FJ,1713914587
441,pagar alam,-4.0167,103.2667,21.23,94,100,1.12,ID,1713914587
442,syanno,54.8106,29.7069,0.41,84,35,2.98,BY,1713914588
443,kroya,-7.6331,109.2461,25.29,93,97,1.26,ID,1713914588
444,tarrafal,15.2833,-23.7667,23.44,72,23,4.54,CV,1713914226
445,miyako,39.6367,141.9525,9.23,88,100,4.26,JP,1713914528
446,hotan,37.0997,79.9269,17.64,17,83,1.59,CN,1713914316
447,waddan,29.1614,16.139,17.34,51,100,5.11,LY,1713914590
448,ciudad lazaro cardenas,17.9583,-102.2,29.54,45,45,5.32,MX,1713914590
449,williston,48.147,-103.618,17.8,26,9,0.89,US,1713914590
450,kerikeri,-35.2268,173.9474,19.16,54,2,1.19,NZ,1713914158
451,chonchi,-42.6128,-73.8092,9.56,83,99,1.84,CL,1713914246
452,sicuani,-14.2694,-71.2261,11.5,78,81,2.8,PE,1713914591
453,vernon,50.2581,-119.2691,21.07,19,96,1.54,CA,1713914592
454,cabedelo,-6.9811,-34.8339,28.37,80,100,4.29,BR,1713914592
455,horta,38.5333,-28.6333,15.57,85,74,5.36,PT,1713914592
456,arroyo,41.6096,-4.7969,6.19,79,0,3.09,ES,1713914593
457,francisco sa,-16.4758,-43.4883,24.08,63,59,2.54,BR,1713914593
458,novodvinsk,64.4165,40.8122,2.1,97,100,3.57,RU,1713914593
459,bhisho,-32.8472,27.4422,17.02,90,91,2.02,ZA,1713914593
460,cururupu,-1.8283,-44.8683,24.95,93,42,1.23,BR,1713914304
461,clovis,36.8252,-119.7029,26.16,41,40,3.09,US,1713914594
462,cockburn town,21.4612,-71.1419,25.75,79,11,6.36,TC,1713914098
463,dom pedrito,-30.9828,-54.6731,20.1,97,68,2.66,BR,1713914594
464,batavia,41.85,-88.3126,18.77,66,71,2.24,US,1713914594
465,mudgee,-32.5943,149.5871,18.12,59,100,3.37,AU,1713914354
466,jayapura,-2.5333,140.7,28.66,86,58,1.89,ID,1713914432
467,hozat,39.1083,39.2213,13.03,47,55,2.26,TR,1713914595
468,tutong,4.8,114.65,26.05,91,95,2.18,BN,1713914596
469,west bay,19.3667,-81.4167,29.04,75,20,5.14,KY,1713914596
470,miyazaki,31.9111,131.4239,19.97,100,75,2.06,JP,1713914401
471,lockwood,45.8191,-108.4149,18.56,23,40,4.12,US,1713914596
472,sarkisla,39.3519,36.4098,15.42,45,42,1.74,TR,1713914597
473,barika,35.389,5.3658,14.5,56,4,3.72,DZ,1713914437
474,rongelap,11.1635,166.8941,27.31,86,73,9.09,MH,1713914200
475,sechura,-5.5569,-80.8222,25.23,68,92,7.4,PE,1713914193
476,pantai remis,4.4557,100.6288,26.01,88,100,1.04,MY,1713914598
477,prokuplje,43.2342,21.5881,10.6,97,89,0.8,RS,1713914598
478,borogontsy,62.6683,131.1683,1.34,100,100,1.74,RU,1713914598
479,batouri,4.4333,14.3667,22.82,86,100,1.82,CM,1713914305
480,jiayuguan,39.8167,98.3,12.06,17,0,2.27,CN,1713914583
481,quang ngai,15.1167,108.8,25.78,83,49,1.58,VN,1713914335
482,undurkhaan,47.3194,110.6556,3.99,81,88,2.28,MN,1713914599
483,mahina,-17.5065,-149.489,30.87,74,4,6.69,PF,1713914600
484,kandahar,31.0,65.75,19.67,32,3,3.71,AF,1713914600
485,bhavnagar,21.7667,72.15,28.16,47,0,4.6,IN,1713914601
486,zhuanghe,39.7008,122.9911,9.64,91,100,2.33,CN,1713914601
487,hafar al-batin,28.4328,45.9708,23.32,25,0,2.57,SA,1713914601
488,lompoc,34.6391,-120.4579,18.8,61,0,5.14,US,1713914171
489,mau aimma,25.7,81.9167,27.84,22,5,1.8,IN,1713914334
490,pemangkat,1.1667,108.9667,25.67,91,97,3.14,ID,1713914602
491,issaquah,47.5301,-122.0326,24.32,27,0,2.57,US,1713914516
492,hastings,50.8552,0.5729,6.4,81,61,4.39,GB,1713914602
493,margherita,27.2833,95.6833,18.97,93,69,0.69,IN,1713914313
494,fort wellington,6.4,-57.6,26.65,82,99,5.45,GY,1713914603
495,meung-sur-loire,47.8312,1.6958,6.17,82,0,3.09,FR,1713914603
496,kodinar,20.7903,70.7031,24.87,73,1,5.57,IN,1713914316
497,novyy urgal,51.0736,132.5642,7.45,94,100,2.21,RU,1713914603
498,al artawiyah,26.5053,45.3444,22.87,23,4,4.06,SA,1713914604
499,demre,36.2537,29.9777,22.7,32,81,3.06,TR,1713914604
500,aweil,8.7682,27.4002,30.99,16,76,1.55,SS,1713914604
501,darwin,-12.4611,130.8418,27.75,86,20,2.57,AU,1713914530
502,broome,42.2506,-75.833,18.21,25,0,4.12,US,1713914605
503,grabo,57.8363,12.2995,3.54,89,100,2.57,SE,1713914606
504,al jaradiyah,16.5795,42.9124,30.72,65,3,1.8,SA,1713914606
505,princeton,25.5384,-80.4089,24.45,65,0,7.2,US,1713914413
506,khartoum,15.5518,32.5324,31.43,9,1,3.65,SD,1713914329
507,tadine,-21.55,167.8833,25.95,87,90,5.84,NC,1713914607
508,patigi,8.7333,5.75,31.7,48,71,2.18,NG,1713914607
509,champerico,14.3,-91.9167,32.3,66,85,3.57,GT,1713914608
510,aleksandrovsk-sakhalinskiy,50.8975,142.1561,2.54,78,100,7.2,RU,1713914608
511,santa terezinha,-29.9002,-50.0904,22.87,87,4,1.23,BR,1713914608
512,usogorsk,63.4106,48.6872,0.37,96,100,5.67,RU,1713914608
513,ixtapa,20.7,-105.2,26.57,61,0,4.63,MX,1713914484
514,atherton,53.5237,-2.4935,9.03,80,100,1.79,GB,1713914389
515,aur,8.1499,171.1687,28.0,85,94,9.81,MH,1713914611
516,naberera,-4.2,36.9333,17.24,94,100,3.63,TZ,1713914611
517,raja,8.4596,25.678,31.33,28,89,1.06,SS,1713914611
518,pacasmayo,-7.4006,-79.5714,21.67,84,100,6.92,PE,1713914612
519,kitimat,54.0524,-128.6534,8.21,67,100,1.79,CA,1713914612
520,zouerate,22.7187,-12.4521,27.26,21,73,5.09,MR,1713914612
521,alaghsas,17.0187,8.0168,32.64,11,8,3.42,NE,1713914613
522,kikwit,-5.041,18.8162,22.0,99,100,0.71,CD,1713914613
523,harrismith,-28.2728,29.1295,11.23,73,27,0.47,ZA,1713914613
524,port lincoln,-34.7333,135.8667,14.8,51,71,6.25,AU,1713914129
525,mil'kovo,55.6078,37.7956,6.3,69,28,2.45,RU,1713914193
526,carutapera,-1.195,-46.02,25.4,93,53,2.55,BR,1713914614
527,santa ana,33.7456,-117.8678,22.75,61,75,4.63,US,1713914614
528,natal,-5.795,-35.2094,29.12,79,40,3.6,BR,1713914615
529,ciudad cuauhtemoc,22.1833,-97.8333,28.06,74,0,5.29,MX,1713914615
530,garachico,28.7781,-17.7646,18.06,73,40,4.63,ES,1713914615
531,al hazm,16.1641,44.7769,26.19,33,34,2.37,YE,1713914072
532,rio negrinho,-26.2544,-49.5183,21.08,99,94,1.16,BR,1713914616
533,tidjikja,18.5564,-11.4271,30.38,13,0,3.53,MR,1713914616
534,ruidoso,33.3317,-105.673,25.53,10,0,6.17,US,1713914616
535,kawalu,-7.3817,108.2082,22.65,97,99,0.8,ID,1713914338
536,kant,27.8,79.8,26.15,22,1,2.87,IN,1713914617
537,sorong,-0.8833,131.25,27.51,85,82,3.58,ID,1713914617
538,galliano,29.4422,-90.2992,24.44,49,0,2.06,US,1713914250
539,chamical,-30.36,-66.314,17.87,72,100,1.22,AR,1713914617
540,urumqi,43.801,87.6005,10.53,26,0,3.0,CN,1713914461
541,aubenas,44.6201,4.3899,7.87,64,16,5.08,FR,1713914619
542,albardon,-31.4372,-68.5256,17.6,42,3,4.67,AR,1713914619
543,kenai,60.5544,-151.2583,10.05,46,100,5.14,US,1713914621
544,northam,51.0333,-4.2167,8.12,84,15,3.22,GB,1713914312
545,muang phonsavan,19.45,103.2167,20.06,72,10,1.01,LA,1713914621
546,kasongo-lunda,-6.4667,16.8167,22.17,97,100,0.18,CD,1713914622
547,sisimiut,66.9395,-53.6735,1.14,92,94,1.74,GL,1713914175
548,kruisfontein,-34.0033,24.7314,13.82,89,94,0.93,ZA,1713914130
549,nago,26.5881,127.9761,25.25,95,100,4.84,JP,1713914623
550,ambodifotatra,-16.9833,49.85,26.52,80,40,0.89,MG,1713914623
551,tanjung pandan,-2.75,107.65,26.65,85,100,1.53,ID,1713914524
552,athens,37.9795,23.7162,19.6,79,1,1.54,GR,1713914469
553,san julian,21.0167,-102.1667,29.24,11,9,6.14,MX,1713914624
554,al ghayzah,16.2079,52.176,27.63,70,4,3.65,YE,1713914225
555,taguatinga,-12.3857,-46.5711,27.36,55,74,1.05,BR,1713914625
556,keflavik,64.0049,-22.5624,7.95,100,100,1.03,IS,1713914204
557,ansalta,42.6894,46.1178,9.6,83,17,1.96,RU,1713914625
558,urangan,-25.3,152.9,21.78,91,31,2.68,AU,1713914626
559,besikduzu,41.052,39.2284,14.94,58,42,4.41,TR,1713914626
560,arauca,7.0847,-70.7591,29.98,74,20,0.0,CO,1713914626
561,balsta,59.5671,17.5278,3.26,75,99,2.45,SE,1713914627
562,namsos,64.4662,11.4957,3.03,93,100,1.54,NO,1713914627
563,tilcara,-23.5776,-65.3509,11.2,88,53,2.11,AR,1713914627
564,codrington,-38.2667,141.9667,12.92,58,36,6.59,AU,1713914239
565,san nicolas de los ranchos,19.0667,-98.4833,19.77,40,75,6.69,MX,1713914628
566,ivdel',60.6911,60.4206,-1.01,70,98,3.13,RU,1713914404
567,juneau,58.3019,-134.4197,12.0,47,75,3.09,US,1713914628
568,dunedin,-45.8742,170.5036,15.09,64,100,1.39,NZ,1713914439
569,santa cruz,-17.8,-63.1667,27.03,78,40,5.14,BO,1713914629
570,siwa oasis,29.2041,25.5195,29.99,6,78,4.9,EG,1713914629
571,cardenas,23.0375,-81.2047,26.42,71,18,7.44,CU,1713914629
572,burang,30.25,81.1667,-3.85,82,34,0.49,CN,1713914466
573,praia da vitoria,38.7333,-27.0667,16.14,88,75,5.55,PT,1713914233
574,ventspils,57.3894,21.5606,0.96,100,75,2.57,LV,1713914630
575,howard springs,-12.497,131.047,26.95,96,11,3.41,AU,1713914197
576,ponta delgada,37.7333,-25.6667,18.44,82,75,5.14,PT,1713914491
577,sompeta,18.9333,84.6,28.46,77,29,4.2,IN,1713914631
578,gambiran satu,-8.3939,114.1464,24.49,98,97,0.57,ID,1713914631
579,olinda,-8.0089,-34.8553,29.85,74,40,4.63,BR,1713914631
580,madalena,41.2162,-8.3345,15.81,62,3,2.02,PT,1713914632
581,barra de santo antonio,-9.4047,-35.5072,27.6,78,92,2.72,BR,1713914632
582,primero de mayo,-32.2552,-58.4228,16.57,89,53,3.59,AR,1713914632
583,el tigre,8.8875,-64.2454,32.55,40,32,6.39,VE,1713914632
584,bridgewater,44.3835,-64.5155,4.82,67,98,4.63,CA,1713914633
585,iquique,-20.2208,-70.1431,21.02,85,11,3.59,CL,1713914633
586,babayevo,59.3936,35.9371,0.55,90,69,2.42,RU,1713914633
587,san carlos,9.6612,-68.5827,30.68,55,52,1.96,VE,1713914633
588,coquimbo,-29.9533,-71.3436,16.52,82,23,1.69,CL,1713913923
589,gwanda,-20.9333,29.0,18.7,35,0,1.84,ZW,1713914634
590,andirin,37.5776,36.3549,15.76,48,65,1.78,TR,1713914634
591,la'ie,21.6477,-157.9253,28.98,67,4,4.92,US,1713914271
592,luneville,48.6,6.5,6.94,89,79,1.2,FR,1713914634
593,mata-utu,-13.2816,-176.1745,29.42,74,42,2.74,WF,1713914635
594,okondja,-0.6549,13.6753,23.09,97,100,1.54,GA,1713914635
595,pirapemas,-3.7267,-44.2233,24.09,96,70,0.91,BR,1713914636
596,mudgal,16.0167,76.4333,28.68,36,8,5.77,IN,1713914636
597,nhandeara,-20.6942,-50.0383,23.36,48,1,0.76,BR,1713914636
598,kholmsk,47.0511,142.0569,5.27,76,90,2.22,RU,1713914636
599,madimba,-10.4,40.3333,24.76,94,98,3.83,TZ,1713914637
600,qulsary,46.9531,54.0198,18.44,64,94,8.07,KZ,1713914462
601,kerman,30.2832,57.0788,11.92,71,75,3.09,IR,1713914637
602,el nido,11.1858,119.3956,28.96,79,67,3.74,PH,1713914311
603,cam ranh,11.9214,109.1591,26.98,83,20,1.03,VN,1713914376
604,mejit,10.2753,170.8646,27.34,87,90,9.75,MH,1713914129
605,turtas,58.9417,69.1325,-4.05,67,32,2.61,RU,1713914638
606,grande prairie,55.1667,-118.8027,16.1,21,75,1.54,CA,1713914639
